sale_id,estate,grade,fw_sold,price_lkr,region
SALE_2023_46,Dartry Valley,BOP,1,1750,WESTERN MEDIUM
SALE_2023_46,Harangalla,BOP,0,1750,WESTERN MEDIUM
SALE_2023_46,Doombagastalawa,BOP,1,1550,WESTERN MEDIUM
SALE_2023_46,Hatale,BOPSp,0,1650,WESTERN MEDIUM
SALE_2023_46,Craighead,BOPSp,1,1480,WESTERN MEDIUM
SALE_2023_46,Orange Field,BOP1,0,1480,WESTERN MEDIUM
SALE_2023_46,Cooroondoowatte,BOP1,1,1440,WESTERN MEDIUM
SALE_2023_46,Luckyland,BOP,0,1200,UDAPUSSELLAWAS
SALE_2023_46,Luckyland,BOPSp,0,1160,UDAPUSSELLAWAS
SALE_2023_46,Kirklees,BOPSp,0,1160,UDAPUSSELLAWAS
SALE_2023_46,Blairlomond,BOP1,1,1040,UDAPUSSELLAWAS
SALE_2023_46,Dartry Valley,OP1,0,1500,UDAPUSSELLAWAS
SALE_2023_46,Craighead,OP1,1,1480,UDAPUSSELLAWAS
SALE_2023_46,Gonapitiya,OP1,0,1280,UDAPUSSELLAWAS
SALE_2023_46,Dessford,BOP,1,1380,WESTERN HIGH
SALE_2023_46,Somerset,BOP,1,1340,WESTERN HIGH
SALE_2023_46,Ingestre,BOP,1,1320,LOW GROWNS
SALE_2023_46,Hidellana,BOP,0,2650,LOW GROWNS
SALE_2023_46,Alton,BOP,1,1320,LOW GROWNS
SALE_2023_46,Robgill,BOP,0,1320,LOW GROWNS
SALE_2023_46,Mattakelle,BOP,0,1320,LOW GROWNS
SALE_2023_46,Norwood,BOPSp,1,1340,LOW GROWNS
SALE_2023_46,Wattegodde,BOPSp,0,1340,LOW GROWNS
SALE_2023_46,Bearwell,BOPSp,0,1340,LOW GROWNS
SALE_2023_46,Holyrood,BOPSp,1,1300,LOW GROWNS
SALE_2023_46,Sithaka,FBOP,0,3200,LOW GROWNS
SALE_2023_46,Pothotuwa,FBOP,1,2950,LOW GROWNS
SALE_2023_46,Inverness,BOP1,0,1400,LOW GROWNS
SALE_2023_46,Wattahena,FBOP1,0,2100,LOW GROWNS
SALE_2023_46,Katanwila,FBOPF,0,2800,LOW GROWNS
SALE_2023_46,Pothotuwa,BOP1,1,4150,LOW GROWNS
SALE_2023_46,Pothotuwa,OP,0,1,LOW GROWNS
SALE_2023_46,Venture,OP1,0,1400,LOW GROWNS
SALE_2023_46,New Lucky Dais,OP,1,1550,LOW GROWNS
SALE_2023_46,Green Lanka,OPA,0,2200,NUWARA ELIYAS
SALE_2023_46,Court Lodge,BOP,1,1340,NUWARA ELIYAS
SALE_2023_46,Lumbini,PEK,0,2300,NUWARA ELIYAS
SALE_2023_46,Mahagastotte,BOP,1,1180,NUWARA ELIYAS
SALE_2023_46,Thundola Ella,PEK1,0,2500,NUWARA ELIYAS
SALE_2023_46,Mount Uva,OP1,0,1400,UVA MEDIUM
SALE_2023_46,Blossoms Uva Dunsinane,CTCPF1,1,1160,UNORTHODOX HIGH
SALE_2023_46,Ulugedara,CTCBP1,0,1140,UNORTHODOX HIGH
SALE_2023_46,Wewesse,BOP1,0,1700,UNORTHODOX HIGH
SALE_2023_46,Shawlands,BOP1,1,1500,UNORTHODOX MEDIUM
SALE_2023_46,Misty Uva,BOP1,1,1480,UNORTHODOX MEDIUM
SALE_2023_46,Plaiderie Donside,CTCBPS,0,900,UNORTHODOX MEDIUM
SALE_2023_46,Ceciliyan,CTCBP1,0,1460,UNORTHODOX LOW
SALE_2023_46,Lantern Hill,CTCBPS,0,820,UNORTHODOX LOW
SALE_2023_46,Telbedde,OP1,1,1480,PREMIUM FLOWERY
SALE_2023_46,Nayabedde,BOP,1,1220,UVA HIGH
SALE_2023_46,Kelliebedde,BOP,1,1200,DUSTS
SALE_2023_46,Bandaraeliya,BOP,1,1160,DUSTS
SALE_2023_46,Ranaya,BOPSp,0,1320,DUSTS
SALE_2023_46,Craig,BOP1,0,1360,OFF GRADES
SALE_2023_46,New Lucky Dais,BM,1,1180,OFF GRADES
SALE_2023_46,Op Cola,BP,0,1260,OFF GRADES
SALE_2023_46,Chandrika Estate,BOP1A,0,1460,OFF GRADES
SALE_2023_47,Dartry Valley,BOP,1,1950,NUWARA ELIYAS
SALE_2023_47,Harangalla,BOP,1,1900,NUWARA ELIYAS
SALE_2023_47,Hatale,BOPSp,0,1650,NUWARA ELIYAS
SALE_2023_47,Kirklees,BOP,0,1220,UDAPUSSELLAWAS
SALE_2023_47,Craighead,BOP1,1,1600,UDAPUSSELLAWAS
SALE_2023_47,Luckyland,BOPSp,0,1160,UDAPUSSELLAWAS
SALE_2023_47,Harangalla,BOP1,1,1600,UDAPUSSELLAWAS
SALE_2023_47,Doombagastalawa,BOP1,1,1480,UDAPUSSELLAWAS
SALE_2023_47,Gonapitiya,BOP1,0,1160,UDAPUSSELLAWAS
SALE_2023_47,Alma,OP1,0,1460,UDAPUSSELLAWAS
SALE_2023_47,Ancoombra,OP1,0,1650,UDAPUSSELLAWAS
SALE_2023_47,Harangalla,OP1,0,1650,UDAPUSSELLAWAS
SALE_2023_47,Hidellana,BOP,1,2650,LOW GROWNS
SALE_2023_47,Goldern Garden,BOP,0,2650,LOW GROWNS
SALE_2023_47,WESTERN HIGH,BOPSp,0,1900,WESTERN HIGH
SALE_2023_47,Somerset,BOP,0,1460,WESTERN HIGH
SALE_2023_47,Sithaka,BOPF,0,2100,WESTERN HIGH
SALE_2023_47,Somerset,BOPSp,1,1400,WESTERN HIGH
SALE_2023_47,Wathurawila,BOPFSp,0,2150,WESTERN HIGH
SALE_2023_47,Queensberry,BOPSp,1,1400,WESTERN HIGH
SALE_2023_47,Sithaka,FBOP,0,3100,WESTERN HIGH
SALE_2023_47,Bearwell,BOPSp,1,1340,WESTERN HIGH
SALE_2023_47,Mulatiyana Hills,FBOP,0,3000,WESTERN HIGH
SALE_2023_47,Holyrood,BOPSp,1,1300,WESTERN HIGH
SALE_2023_47,Pothotuwa,FBOP,1,2850,WESTERN HIGH
SALE_2023_47,Dishan Valley,FBOP1,0,2750,WESTERN HIGH
SALE_2023_47,Glenloch,BOP1,1,1500,WESTERN HIGH
SALE_2023_47,Gunawardena,FBOPF,1,2800,WESTERN HIGH
SALE_2023_47,Galatara,FBOPF1,0,2600,WESTERN HIGH
SALE_2023_47,Pothotuwa,BOP1,1,4450,WESTERN HIGH
SALE_2023_47,Sithaka,BOP1,0,4450,WESTERN HIGH
SALE_2023_47,Gunawardana,OP,0,1,WESTERN HIGH
SALE_2023_47,Frotoft Super,OP1,0,1480,WESTERN HIGH
SALE_2023_47,Galatara,OP,0,1600,WESTERN HIGH
SALE_2023_47,Green Lanka,OP,0,1600,WESTERN HIGH
SALE_2023_47,NUWARA ELIYAS Liyonta,OPA,0,1850,NUWARA ELIYAS
SALE_2023_47,Lovers Leap,BOP,0,1440,NUWARA ELIYAS
SALE_2023_47,Adams View,PEK,1,2350,NUWARA ELIYAS
SALE_2023_47,Dickwella,BOP,1,1500,UVA HIGH
SALE_2023_47,Craig,OP1,0,1650,UVA HIGH
SALE_2023_47,Dunsinane,CTCPF1,1,1100,UNORTHODOX HIGH
SALE_2023_47,Shawlands,BOP1,1,1650,UNORTHODOX HIGH
SALE_2023_47,Dunsinane,CTCBP1,1,1200,UNORTHODOX HIGH
SALE_2023_47,Dickwella,BOP1,1,1440,UNORTHODOX HIGH
SALE_2023_47,Dunsinane,CTCBPS,0,1200,UNORTHODOX HIGH
SALE_2023_47,High Spring,BOP1,0,1440,UNORTHODOX HIGH
SALE_2023_47,Halpewatte,BP1,0,1220,UNORTHODOX MEDIUM
SALE_2023_47,Donside,CTCBPS,1,870,UNORTHODOX MEDIUM
SALE_2023_47,Ceciliyan,CTCBP1,1,1600,UNORTHODOX LOW
SALE_2023_47,Shawlands,OP1,1,1600,UNORTHODOX LOW
SALE_2023_47,Canora,CTCBPS,0,920,UNORTHODOX LOW
SALE_2023_47,Telbedde,OP1,1,1600,UNORTHODOX LOW
SALE_2023_47,Nayabedde,BOP,0,1180,UVA HIGH
SALE_2023_47,Pitaratmalie,BOP,0,1180,UVA HIGH
SALE_2023_47,Bandaraeliya,BOP,1,1140,UVA HIGH
SALE_2023_47,Ranaya,BOPSp,0,1420,DUSTS
SALE_2023_47,Mattakelle,DUST1,0,1700,DUSTS
SALE_2023_47,Ceciliyan CTC,PD,1,1200,DUSTS
