sale_id,auction_date,region,region_label,lat,lon,pdf_source,text_condition_score,text_crop_change,text_has_rain,text_has_mist,text_has_bright,text_has_thunder,text_keywords,text_raw_summary,temperature_2m_max_mean,temperature_2m_max_max,temperature_2m_max_min,temperature_2m_min_mean,temperature_2m_min_max,temperature_2m_min_min,temperature_2m_mean_mean,temperature_2m_mean_max,temperature_2m_mean_min,precipitation_sum_total,precipitation_sum_max_day,rain_sum_total,rain_sum_max_day,windspeed_10m_max_mean,windspeed_10m_max_max,windspeed_10m_max_min,sunshine_duration_total,sunshine_duration_max_day,et0_fao_evapotranspiration_total,et0_fao_evapotranspiration_max_day,relative_humidity_2m_max_mean,relative_humidity_2m_max_max,relative_humidity_2m_max_min,relative_humidity_2m_min_mean,relative_humidity_2m_min_max,relative_humidity_2m_min_min,fetch_start,fetch_end,precipitation_sum_total_lag1,sunshine_duration_total_lag1,temperature_2m_mean_mean_lag1,precipitation_sum_total_lag2,sunshine_duration_total_lag2,temperature_2m_mean_mean_lag2,precipitation_sum_total_lag3,sunshine_duration_total_lag3,temperature_2m_mean_mean_lag3
SALE_2023_42,2023-10-24,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 24 & 25 October 2023.pdf,0,decrease,0,0,0,0,,"Low Grown
the week ahead.
Region reported a decline.",27.49,29.6,25.6,22.6,23.3,22.2,24.4,25.3,23.7,230.0,43.9,230.0,43.9,10.74,13.6,7.9,85671.11,29313.52,14.97,3.27,98.29,99,98,82.43,90,72,2023-10-17,2023-10-23,65.2,154747.77,25.03,191.6,140305.23,25.09,169.6,138530.06,24.86
SALE_2023_44,2023-11-07,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of  7 & 8 November 2023.pdf,0,decrease,0,0,0,0,,"Low Grown
regions in the week ahead. regions reported a decline.",29.3,30.0,28.5,22.31,22.6,22.0,24.69,24.8,24.6,112.7,23.3,112.7,23.3,10.49,13.0,8.0,149389.19,25124.06,19.7,3.26,98.57,99,97,73.71,76,70,2023-10-31,2023-11-06,98.8,216527.12,25.29,230.0,85671.11,24.4,65.2,154747.77,25.03
SALE_2023_45,2023-11-14,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 14 & 15 November 2023.pdf,-2,unknown,1,0,1,0,sunny|showers|heavy,"Low Growns
Sunny mornings and evening showers were reported in the Low
Grown Region throughout the week. The Department of
Meteorology expects fairly heavy showers in the Ruhuna and
Sabaragamuwa regions in the week ahead.",29.4,30.2,28.5,22.36,22.9,21.9,24.93,25.4,24.5,168.9,39.1,168.9,39.1,9.89,11.1,8.3,161869.25,31161.87,20.76,3.46,98.86,100,98,73.57,78,71,2023-11-07,2023-11-13,112.7,149389.19,24.69,98.8,216527.12,25.29,230.0,85671.11,24.4
SALE_2023_46,2023-11-21,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of  21 & 22 November 2023.pdf,0,decrease,1,0,1,0,sunny|showers,"Low Grown Region reported a decline.
Uva/Udapussellawa Region
Sunny mornings and evening showers were reported in",28.76,30.2,27.1,23.0,23.4,22.5,25.14,25.7,24.2,150.3,37.8,150.3,37.8,10.87,13.7,9.2,159786.13,33062.5,19.07,3.58,98.71,100,98,78.29,85,73,2023-11-14,2023-11-20,168.9,161869.25,24.93,112.7,149389.19,24.69,98.8,216527.12,25.29
SALE_2023_47,2023-11-28,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of  28 & 29 November 2023.pdf,0,decrease,1,0,1,0,bright|showers,"Low Grown regions
showers, whilst the Bogawantalawa and Talawakelle sub-regions reported a decline in the crop intake,
reported bright weather towards the latter part of the week. The whilst the Nuwara Eliya,",30.24,31.5,29.0,22.43,23.1,21.1,25.44,25.9,24.7,124.5,48.2,124.5,48.2,12.29,16.7,8.4,224789.53,39840.67,24.1,4.35,98.71,100,96,68.0,78,56,2023-11-21,2023-11-27,150.3,159786.13,25.14,168.9,161869.25,24.93,112.7,149389.19,24.69
SALE_2023_48,2023-12-12,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 12 & 13 December 2023.pdf,0,decrease,0,0,0,0,,"Low Grown regions, whilst the Western
ahead.
Medium and Udapussellawa regions
reported a decline.",29.11,30.6,27.5,22.57,23.1,22.0,25.01,25.8,24.7,117.6,34.8,117.6,34.8,9.63,11.9,6.4,174732.38,34666.25,19.56,3.81,99.0,100,98,74.57,83,63,2023-12-05,2023-12-11,161.6,110514.7,24.89,124.5,224789.53,25.44,150.3,159786.13,25.14
SALE_2023_50,2023-12-18,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 18 & 19 December 2023.pdf,-4,unknown,1,1,1,0,sunny|showers|misty|mist|heavy,"Low Growns
The Low Grown Region reported sunny mornings and evening
showers throughout the week. The Department of Meteorology
expects fairly heavy showers in the Sabaragamuwa Region and
misty conditions in both the Ruhuna and Sabaragamuwa regions in
the week ahead.",29.39,30.9,27.5,22.54,23.2,21.5,25.07,25.6,24.4,110.9,26.7,110.9,26.7,10.8,18.0,6.6,174739.87,36330.82,20.26,3.81,98.71,100,97,73.43,81,63,2023-12-11,2023-12-17,171.2,140682.51,24.9,109.4,145169.02,25.06,125.3,222096.08,25.47
SALE_2024_01,2024-01-04,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 4 & 5 January 2024.pdf,-5,decrease,1,1,0,0,showers|misty|mist|heavy,"Low Grown regions reported a decline
misty mornings in the Nuwara Eliya Region and misty morning
in the crop intake, whilst the Nuwara
together with heavy showers in the",29.31,30.5,27.4,22.83,23.6,22.3,25.27,25.7,24.6,101.3,36.0,101.3,36.0,11.31,21.7,7.8,163892.03,31318.3,19.89,3.37,97.86,100,94,75.14,86,69,2023-12-28,2024-01-03,33.8,271710.13,25.91,132.1,169943.87,25.19,108.1,185027.56,25.04
SALE_2024_02,2024-01-10,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 10 & 11 January 2024.pdf,-3,unknown,1,0,0,0,showers|heavy,"Low Growns
The Low Grown Region reported overcast weather and showers
throughout the week. Heavy showers are expected in the
Sabaragamuwa Region in the week ahead according to the
Department of Meteorology.",29.43,30.6,27.0,22.49,23.1,21.9,25.1,25.5,24.5,99.1,25.7,99.1,25.7,9.89,14.1,7.0,158938.08,36650.01,20.42,3.77,98.86,100,98,72.71,83,67,2024-01-03,2024-01-09,98.1,169459.82,25.39,32.7,275813.22,25.87,135.4,162167.82,25.16
SALE_2024_03,2024-01-16,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 16 & 17 January 2024.pdf,1,unknown,0,0,1,0,bright,"Low Growns
Bright mornings and overcast evenings were reported in the Low
Grown Region throughout the week. According to the Department
of Meteorology, overcast morning are expected in the
Sabaragamuwa Region in the week ahead.",29.3,30.8,25.8,22.09,23.1,21.1,25.07,25.7,24.3,62.5,22.9,62.5,22.9,11.19,18.7,6.8,196306.08,41482.29,22.96,4.51,99.0,100,96,69.14,88,59,2024-01-09,2024-01-15,98.3,187287.67,25.16,80.5,179856.01,25.49,46.8,259244.51,25.73
SALE_2024_04,2024-01-22,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 22 & 23 January 2024.pdf,0,decrease,0,0,0,0,,"Low Grown
Region reported a decline.",30.1,31.2,29.2,21.11,22.6,18.1,25.01,26.2,23.8,17.2,6.5,17.2,6.5,11.04,13.7,8.4,275102.48,41912.98,27.35,4.39,98.14,100,94,64.14,71,57,2024-01-15,2024-01-21,69.5,156706.08,25.03,113.9,187741.47,25.17,57.8,219002.21,25.7
SALE_2024_05,2024-01-30,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 30 & 31 January 2024.pdf,0,unknown,1,0,0,0,clear|showers,"Low Growns
Clear weather was reported in the Low Grown Region
throughout the week. Windy conditions and showers are
expected in the Low Grown Region in the week ahead
according to the Department of Meteorology.",30.86,32.3,30.2,21.27,23.0,19.2,25.53,26.0,24.6,5.8,3.3,5.8,3.3,11.99,17.2,8.1,283240.56,42183.76,29.69,4.83,96.86,99,94,58.57,68,50,2024-01-23,2024-01-29,18.3,276574.89,25.21,62.5,196306.08,25.07,98.3,187287.67,25.16
SALE_2024_06,2024-02-06,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 6 & 7 February 2024.pdf,0,maintained,0,0,0,0,,"Low Grown Regions maintained the
mornings are expected in both regions and ground frost in the Nuwara Eliya
crop intake, whilst the Nuwara Eliya
Region in the week ahead.
Region reported an increase.",30.96,31.6,30.2,22.69,23.3,22.2,25.83,26.5,25.4,52.0,23.1,52.0,23.1,10.53,13.7,7.6,261697.0,42306.3,26.28,4.35,97.86,100,94,65.57,70,59,2024-01-30,2024-02-05,5.8,283240.56,25.53,18.3,276574.89,25.21,62.5,196306.08,25.07
SALE_2024_07,2024-02-13,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 13 & 14 February 2024.pdf,0,decrease,0,0,0,0,,"Low Grown
ahead. Regions showed a decline.",32.13,33.3,31.0,20.97,21.5,19.9,26.1,26.8,25.6,1.6,1.3,1.6,1.3,14.44,20.5,9.1,292707.66,42402.09,35.64,5.62,97.14,100,92,51.57,58,47,2024-02-06,2024-02-12,52.0,261697.0,25.83,5.8,283240.56,25.53,18.3,276574.89,25.21
SALE_2024_08,2024-02-19,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 19 & 20 February 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Low Growns
The Low Grow Region reported a bright weather throughout the
week. According to the Department of Meteorology, evening
showers and windy conditions are expected in the Low Grown
Region in the week ahead.",32.94,34.0,32.3,22.66,23.6,21.5,26.8,27.1,26.5,12.5,3.3,12.5,3.3,12.71,20.5,9.0,291527.58,42452.36,32.06,5.15,96.57,99,92,52.71,59,44,2024-02-12,2024-02-18,4.0,292683.08,25.91,51.6,254421.05,25.89,4.0,290890.46,25.57
SALE_2024_09,2024-02-27,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 27 & 28 February 2024.pdf,0,unknown,1,0,1,0,sunny|showers,"Low Growns
Sunny weather and sporadic showers were reported in the Low
Grown Region throughout the week. Showers and windy conditions
are expected in the Low Grown Regions in the week ahead by the
Department of Meteorology.",33.57,35.2,31.9,22.84,23.6,22.0,27.26,28.1,26.5,13.1,8.0,13.1,8.0,12.9,21.0,8.0,294507.48,42474.86,33.67,5.4,97.57,100,96,49.43,58,41,2024-02-20,2024-02-26,11.2,293261.85,26.81,1.6,292707.66,26.1,52.0,261697.0,25.83
SALE_2024_10,2024-03-05,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 5 & 6 March 2024.pdf,0,decrease,0,0,0,0,,"Low Grown
regions showed a decrease.",33.5,35.3,32.5,22.76,23.6,22.2,27.24,28.0,26.9,8.1,2.3,8.1,2.3,13.8,17.2,10.1,280926.06,42474.52,33.26,5.3,95.86,99,94,47.43,52,43,2024-02-27,2024-03-04,13.1,294507.48,27.26,11.2,293261.85,26.81,1.6,292707.66,26.1
SALE_2024_11,2024-03-12,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 12 & 13 March 2024.pdf,0,decrease,0,0,0,0,,"Low Grown
regions showed a decrease.",32.67,34.0,30.6,23.03,23.8,22.3,27.03,27.5,26.1,13.4,8.4,13.4,8.4,12.46,14.0,10.0,265470.78,42439.8,32.08,5.27,96.71,100,94,51.86,67,43,2024-03-05,2024-03-11,8.1,280926.06,27.24,13.1,294507.48,27.26,11.2,293261.85,26.81
SALE_2024_12,2024-03-19,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 19 & 20 March 2024.pdf,0,decrease,0,0,0,0,,"Low Grown
Meteorology. regions showed a decline.",33.26,34.8,31.5,22.71,23.5,22.0,27.21,27.8,26.7,9.5,4.3,9.5,4.3,13.33,17.6,8.9,291875.74,42425.25,35.61,6.12,95.43,99,90,48.29,59,34,2024-03-12,2024-03-18,13.4,265470.78,27.03,8.1,280926.06,27.24,13.1,294507.48,27.26
SALE_2024_13,2024-03-26,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 26 & 27 March 2024.pdf,-1,maintained,1,0,0,0,showers,"Low Grown regions maintained the crop
afternoon/night showers in the",33.36,35.2,32.0,22.94,23.6,22.2,26.84,28.0,25.9,41.6,12.8,41.6,12.8,11.51,15.9,7.8,266977.24,42380.58,31.49,5.85,96.86,100,87,51.71,64,33,2024-03-19,2024-03-25,9.5,291875.74,27.21,13.4,265470.78,27.03,8.1,280926.06,27.24
SALE_2024_14,2024-04-02,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 2 & 3 April 2024.pdf,0,increase,0,0,0,0,,"Low Grown regions,
whilst the Nuwara Eliya Region showed
an increase.",32.34,33.2,31.6,23.71,24.8,23.0,26.99,27.8,26.0,39.9,12.7,39.9,12.7,11.41,14.3,8.4,263639.67,42323.21,30.34,5.13,96.71,99,95,59.86,69,49,2024-03-26,2024-04-01,41.6,266977.24,26.84,9.5,291875.74,27.21,13.4,265470.78,27.03
SALE_2024_15,2024-04-16,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 16 & 17 April 2024.pdf,0,increase,0,0,0,0,,"Low Grown
Region reported an increase.",32.54,34.2,30.9,23.4,24.0,22.5,26.9,28.0,25.9,96.5,27.2,96.5,27.2,12.0,16.0,7.1,219766.6,42029.46,29.3,5.5,97.14,100,94,59.43,70,48,2024-04-09,2024-04-15,31.4,268916.65,27.01,39.9,263639.67,26.99,41.6,266977.24,26.84
SALE_2024_16,2024-04-22,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 22 & 24 April 2024.pdf,0,increase,1,0,1,0,sunny|showers,"Low Grown regions reported an
reported sunny weather throughout the week. The Department of increase in the crop intake, whilst the
Meteorology expects afternoon showers in the",31.74,32.2,31.2,23.77,24.2,22.9,27.21,27.8,26.5,37.8,17.1,37.8,17.1,13.06,15.7,9.0,265494.89,42512.69,29.51,4.78,97.29,98,96,68.57,73,66,2024-04-15,2024-04-21,81.1,231948.56,27.03,42.4,262243.81,26.96,27.7,274032.91,27.04
SALE_2024_17,2024-04-29,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 29 & 30 April 2024.pdf,-4,unknown,1,1,1,0,sunny|showers|misty|mist|heavy,"Low Growns
The Low Grown Region reported sunny mornings and evening
showers throughout the week. According to the Department of
Meteorology, misty mornings and heavy showers are expected in
the Low Grown Region in the week ahead.",32.24,33.8,31.8,24.31,24.9,23.2,27.53,28.2,26.9,68.9,29.9,68.9,29.9,10.33,11.8,8.1,253209.69,41155.32,29.44,4.77,97.86,100,96,66.0,70,55,2024-04-22,2024-04-28,37.8,265494.89,27.21,81.1,231948.56,27.03,42.4,262243.81,26.96
SALE_2024_18,2024-05-07,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 7 & 8 May 2024.pdf,-3,increase,1,1,0,0,showers|misty|mist,"Low Grown regions
showers throughout the week. The Department of Meteorology
reported an increase in the crop intake,
expects misty mornings and afternoon/night showers in both the
whilst the Nuwara Eliya,",31.87,32.6,31.1,24.66,25.8,23.3,27.67,28.2,26.8,33.2,13.6,33.2,13.6,12.46,15.9,9.9,258665.31,41199.45,28.74,4.47,98.0,99,96,71.29,76,63,2024-04-30,2024-05-06,79.0,241137.86,27.44,22.2,281078.7,27.37,96.5,219766.6,26.9
SALE_2024_19,2024-05-14,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 14 & 15 May 2024.pdf,0,increase,0,0,0,0,,"Low Grown
Region reported an increase.",31.07,32.3,30.0,24.07,24.4,23.4,26.83,27.2,26.4,107.2,23.8,107.2,23.8,10.91,14.7,9.4,182083.63,35077.57,23.5,4.32,98.29,99,96,72.43,77,66,2024-05-07,2024-05-13,33.2,258665.31,27.67,79.0,241137.86,27.44,22.2,281078.7,27.37
SALE_2024_20,2024-05-20,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 20 & 21 May 2024.pdf,0,decrease,0,0,0,0,,"Low Grown
Western and Nuwara Eliya regions in the week ahead. Region reported a decrease.",29.86,31.8,27.0,23.96,24.4,23.5,26.21,27.2,24.9,163.5,43.9,163.5,43.9,12.81,17.4,9.0,148919.45,35077.57,20.65,4.32,98.43,100,96,75.43,84,66,2024-05-13,2024-05-19,93.6,187248.57,26.93,41.0,247506.29,27.54,68.9,253209.69,27.53
SALE_2024_21,2024-05-28,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 28 & 29 May 2024.pdf,-4,unknown,1,0,0,0,showers|rain|heavy,"Low Growns
Rain was reported in the Low Grown Region throughout the
week. The Department of Meteorology expects heavy showers
in the Low Grown Region in the week ahead.",29.2,30.1,27.9,24.33,25.2,23.4,26.19,26.9,25.5,214.5,52.6,214.5,52.6,25.09,29.5,19.6,163102.82,32993.74,20.13,3.52,96.57,99,94,77.29,85,72,2024-05-21,2024-05-27,180.1,113841.88,25.86,107.2,182083.63,26.83,33.2,258665.31,27.67
SALE_2024_22,2024-06-04,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 4 & 5 June 2024.pdf,-3,unknown,1,0,0,0,showers|heavy,"Low Grown regions reported a
heavy showers in the",28.79,29.6,27.9,23.87,24.1,23.4,26.07,26.6,25.3,183.6,47.5,183.6,47.5,19.04,24.3,14.7,182809.6,37199.5,19.8,3.53,98.43,100,97,79.57,85,75,2024-05-28,2024-06-03,214.5,163102.82,26.19,180.1,113841.88,25.86,107.2,182083.63,26.83
SALE_2024_23,2024-06-11,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 11 & 12 June 2024.pdf,-3,unknown,1,0,0,0,showers|heavy,"Low Growns
Sporadic showers were reported in the Low Grown Region
throughout the week. According to the Department of
Meteorology, heavy showers are expected in the Low Grown
Region in the week ahead.",29.34,29.8,28.9,23.94,24.4,22.9,26.3,26.7,25.9,50.6,19.2,50.6,19.2,16.54,19.7,13.1,249902.49,41166.96,23.61,3.91,97.14,99,95,75.29,76,73,2024-06-04,2024-06-10,183.6,182809.6,26.07,214.5,163102.82,26.19,180.1,113841.88,25.86
SALE_2024_24,2024-06-18,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 18 & 19 June 2024.pdf,-1,unknown,1,0,1,0,bright|showers|rain,"Low Growns
The Low Grown Region reported bright mornings and sporadic
evening showers throughout the week. According to the
Department of Meteorology, rain is expected in the Low Grown
Region in the week ahead.",29.61,30.2,29.1,24.09,25.1,23.1,26.59,27.0,26.2,42.7,16.3,42.7,16.3,19.23,20.5,17.3,279490.61,42103.54,26.39,4.1,96.43,99,93,72.71,75,70,2024-06-11,2024-06-17,50.6,249902.49,26.3,183.6,182809.6,26.07,214.5,163102.82,26.19
SALE_2024_25,2024-06-25,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 25 & 26 June 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Low Growns
Bright mornings and evening showers were reported in the Low
Grown Region throughout the week. The Department of
Meteorology expects showers in the Low Grown Region in the week
ahead.",29.47,30.1,28.7,23.77,24.1,23.3,25.87,26.3,25.5,113.6,30.2,113.6,30.2,20.76,25.2,16.5,250047.59,39753.28,24.67,3.92,97.29,98,96,72.86,77,68,2024-06-18,2024-06-24,42.7,279490.61,26.59,50.6,249902.49,26.3,183.6,182809.6,26.07
SALE_2024_26,2024-07-02,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 2 & 3 July 2024.pdf,-1,unknown,1,0,1,0,bright|showers|rain,"Low Growns
Bright mornings and evening showers were reported in the Low
Grown Region throughout the week. According to the
Department of Meteorology, rain is expected in the Low Grown
Region in the week ahead.",28.97,30.0,26.9,23.76,24.5,23.3,25.91,26.5,25.0,47.5,20.1,47.5,20.1,17.14,19.9,12.7,237180.96,42786.01,23.99,4.22,97.71,99,96,74.43,85,69,2024-06-25,2024-07-01,113.6,250047.59,25.87,42.7,279490.61,26.59,50.6,249902.49,26.3
SALE_2024_27,2024-07-09,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 9 & 10 July 2024.pdf,0,decrease,0,0,0,0,,"Low Grown region showed a decline.
conditions in the Nuwara Eliya and",29.31,30.1,27.9,23.47,24.2,22.9,25.93,26.7,25.2,62.2,38.0,62.2,38.0,16.44,19.9,14.0,234587.52,42815.98,23.69,4.01,98.43,99,97,73.71,80,69,2024-07-02,2024-07-08,47.5,237180.96,25.91,113.6,250047.59,25.87,42.7,279490.61,26.59
SALE_2024_28,2024-07-15,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 15 & 17 July 2024.pdf,-3,unknown,1,0,1,0,bright|showers|rain|heavy,"Low Growns
Bright mornings and sporadic evening showers were reported in the
Low Grown Region throughout the week. Heavy rain is expected in
the Low Grown Region in the week ahead according to the
Department of Meteorology.",29.31,30.1,26.7,23.74,24.2,22.9,26.1,26.5,24.8,37.4,20.4,37.4,20.4,19.7,23.2,17.3,255086.82,42871.84,26.11,4.4,97.29,99,95,70.57,83,66,2024-07-08,2024-07-14,63.7,241199.47,26.0,53.9,229194.18,25.94,107.2,259285.24,25.9
SALE_2024_29,2024-07-22,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 22 & 23 July 2024.pdf,0,decrease,0,0,0,0,,"Low Grown
conditions in both regions in the week ahead.a Region reported a decline.",29.51,30.8,28.4,23.91,24.8,22.8,26.23,27.1,25.5,48.5,12.2,48.5,12.2,20.64,24.7,18.1,231545.05,42279.69,25.56,4.92,97.86,100,96,72.86,79,62,2024-07-15,2024-07-21,37.4,255086.82,26.1,63.7,241199.47,26.0,53.9,229194.18,25.94
SALE_2024_30,2024-07-30,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 30 & 31 July 2024.pdf,0,increase,0,0,0,0,,"Low Grown Region
ahead. reported an increase in the crop intake.",30.09,30.5,29.8,24.21,25.5,23.1,26.61,27.3,25.3,69.8,31.7,69.8,31.7,19.7,24.3,13.0,248877.99,42149.57,27.07,4.17,97.0,99,94,71.57,76,67,2024-07-23,2024-07-29,41.9,241768.63,26.33,45.7,250208.52,26.09,62.2,234587.52,25.93
SALE_2024_31,2024-08-06,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 6 & 7 August 2024.pdf,-1,unknown,1,0,1,0,bright|showers|rain,"Low Growns
Bright weather and intermittent showers were reported in the Low Grown
Region throughout the week. Rain is expected in the Low Grown Region
according to the Department of Meteorology.",29.21,29.7,28.6,23.59,24.0,22.9,25.89,26.2,25.7,55.1,10.7,55.1,10.7,18.3,21.0,16.6,239513.66,40426.76,24.26,3.92,97.43,99,95,74.57,76,73,2024-07-30,2024-08-05,69.8,248877.99,26.61,41.9,241768.63,26.33,45.7,250208.52,26.09
SALE_2024_32,2024-08-13,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 13 & 14 August 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Low Growns
The Low Grown Region reported bright weather throughout the
week. The Department of Meteorology expects showers in the
Low Grown Region in the week ahead.",29.51,30.2,28.5,23.77,24.2,23.1,26.06,26.6,25.4,77.7,45.0,77.7,45.0,17.44,19.7,13.3,252142.54,42706.27,26.64,4.74,96.71,98,95,71.71,76,65,2024-08-06,2024-08-12,55.1,239513.66,25.89,69.8,248877.99,26.61,41.9,241768.63,26.33
SALE_2024_33,2024-08-20,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 20 & 21 August 2024.pdf,0,maintained,0,0,0,0,,"Low Grown regions maintained the crop
Western regions in the week ahead.
intake, whilst the Udapussellawa Region
reported a decline.",28.11,28.9,26.8,23.57,24.0,23.0,25.43,26.1,24.7,148.4,57.7,148.4,57.7,15.24,20.4,10.0,155411.84,33249.57,18.28,3.11,98.0,99,96,79.57,86,75,2024-08-13,2024-08-19,77.7,252142.54,26.06,55.1,239513.66,25.89,69.8,248877.99,26.61
SALE_2024_34,2024-08-27,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 27 & 28 August 2024.pdf,0,unknown,1,0,0,0,clear|showers,"Low Growns
Clear mornings and evening showers were reported in the Low Grown
Region throughout the week. Light showers are expected in the Low
Grown Region in the week ahead according to the Department of
Meteorology.",28.77,29.8,26.3,23.4,23.8,23.1,25.79,26.3,24.5,50.6,21.4,50.6,21.4,16.33,21.3,13.7,218161.69,41988.22,25.09,4.6,97.43,99,96,74.0,83,68,2024-08-20,2024-08-26,148.4,155411.84,25.43,77.7,252142.54,26.06,55.1,239513.66,25.89
SALE_2024_35,2024-09-03,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 3 & 4 September 2024.pdf,-1,unknown,1,0,0,0,rain,"Low Growns
Rain was reported throughout the week in the Low Grown
Region. The Department of Meteorology expects rain in the Low
Grown Region in the week ahead.",29.27,30.1,28.6,23.24,24.0,22.5,25.64,26.5,25.0,88.2,34.7,88.2,34.7,17.59,21.7,14.4,217501.87,40383.14,24.6,4.58,96.86,99,93,71.86,77,63,2024-08-27,2024-09-02,50.6,218161.69,25.79,148.4,155411.84,25.43,77.7,252142.54,26.06
SALE_2024_36,2024-09-09,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 9 & 10 September 2024.pdf,-1,unknown,1,0,0,0,showers,"Low Growns
The Low Grown Region reported showers throughout the week.
According to the Department of Meteorology, showers are
expected in the Low Grown Region in the week ahead.",28.97,29.8,27.4,23.84,24.5,23.1,25.83,26.6,24.6,92.7,34.7,92.7,34.7,21.21,22.3,20.0,219216.2,39804.43,24.04,4.09,96.29,99,94,74.86,84,70,2024-09-02,2024-09-08,54.1,229707.82,25.79,107.7,192413.41,25.63,135.7,169215.51,25.46
SALE_2024_37,2024-09-18,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 18 & 19 September 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Low Growns
Bright mornings and evening showers were reported in the Low
Grown Region throughout the week. Showers and windy
conditions are expected in the Low Grown Region in the week
ahead according to the Department of Meteorology.",29.44,30.0,28.5,23.23,24.0,22.4,26.0,26.6,25.6,69.9,20.4,69.9,20.4,19.07,22.0,16.3,255772.43,39889.73,27.01,4.39,97.57,99,96,73.43,78,69,2024-09-11,2024-09-17,44.9,252503.22,26.04,118.1,185226.8,25.37,31.3,244659.48,26.0
SALE_2024_38,2024-09-24,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 24 & 25 September 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Low Growns
The Low Grown Region reported bright mornings and evening
showers throughout the week. The Department of
Meteorology expects showers and windy conditions in the Low
Grown Region in the week ahead.",28.84,29.6,27.7,23.14,24.0,22.4,25.69,26.2,25.0,57.8,20.4,57.8,20.4,20.24,22.3,18.0,241646.5,40444.85,24.61,4.38,96.71,99,93,74.29,77,70,2024-09-17,2024-09-23,59.7,254462.12,25.91,64.6,231594.75,25.94,88.2,217501.87,25.64
SALE_2024_39,2024-10-01,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 1 & 2 October 2024.pdf,-1,unknown,1,0,0,0,rain,"Low Growns
Rain was reported in the Low Grown Region throughout the week.
According to the Department of Meteorology, rain is expected in
the Low Grown Region in the week ahead.",29.8,30.8,28.5,23.09,23.5,22.5,25.7,26.0,25.4,76.9,17.3,76.9,17.3,16.44,21.7,8.5,228654.88,39690.77,25.31,4.09,97.86,99,95,73.0,77,69,2024-09-24,2024-09-30,57.8,241646.5,25.69,59.7,254462.12,25.91,64.6,231594.75,25.94
