sale_id,auction_date,region,region_label,lat,lon,pdf_source,text_condition_score,text_crop_change,text_has_rain,text_has_mist,text_has_bright,text_has_thunder,text_keywords,text_raw_summary,temperature_2m_max_mean,temperature_2m_max_max,temperature_2m_max_min,temperature_2m_min_mean,temperature_2m_min_max,temperature_2m_min_min,temperature_2m_mean_mean,temperature_2m_mean_max,temperature_2m_mean_min,precipitation_sum_total,precipitation_sum_max_day,rain_sum_total,rain_sum_max_day,windspeed_10m_max_mean,windspeed_10m_max_max,windspeed_10m_max_min,sunshine_duration_total,sunshine_duration_max_day,et0_fao_evapotranspiration_total,et0_fao_evapotranspiration_max_day,relative_humidity_2m_max_mean,relative_humidity_2m_max_max,relative_humidity_2m_max_min,relative_humidity_2m_min_mean,relative_humidity_2m_min_max,relative_humidity_2m_min_min,fetch_start,fetch_end,precipitation_sum_total_lag1,precipitation_sum_total_lag2,precipitation_sum_total_lag3,rain_sum_total_lag1,rain_sum_total_lag2,rain_sum_total_lag3,temperature_2m_mean_mean_lag1,temperature_2m_mean_mean_lag2,temperature_2m_mean_mean_lag3,sunshine_duration_total_lag1,sunshine_duration_total_lag2,sunshine_duration_total_lag3,relative_humidity_2m_max_max_lag1,relative_humidity_2m_max_max_lag2,relative_humidity_2m_max_max_lag3,text_condition_score_lag1,text_condition_score_lag2,text_condition_score_lag3
SALE_01_2026,2026-01-06,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 6 & 7 January 2026.pdf,0,decrease,1,0,1,0,sunny|showers,"Low Grown
Uva/Udapussellawa Regions regions reported a decrease.
Both regions reported sunny mornings and evening showers
throughout the week. According to the Department of
Meteorology, showers are expected in the",29.76,31.4,27.3,21.97,22.6,21.0,25.03,25.7,24.4,16.5,5.1,16.5,5.1,12.49,21.0,8.0,233157.27,40437.73,24.01,4.17,98.43,100,97,63.0,76,54,2025-12-30,2026-01-05,,,,,,,,,,,,,,,,,,
SALE_02_2026,2026-01-12,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 12 & 13 January 2026.pdf,0,increase,0,0,0,0,,"Low Grown
Region reported a slight increase.",30.11,31.4,28.6,21.43,22.4,20.5,24.83,25.5,24.0,22.2,13.4,22.2,13.4,11.4,14.7,8.3,229204.5,40760.98,24.9,4.25,98.86,100,97,59.71,69,54,2026-01-05,2026-01-11,16.5,,,16.5,,,25.03,,,233157.27,,,100.0,,,0.0,,
SALE_03_2026,2026-01-20,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 20 & 21 January 2026_1769052416.pdf,0,decrease,0,0,0,0,,"Low Grown
regions in the week ahead according to the Department of regions reported a decrease.
Meteorology.",30.5,31.7,28.6,21.33,22.0,20.7,24.79,25.3,24.2,13.1,5.1,13.1,5.1,11.61,13.3,9.4,285462.33,42020.4,28.41,4.7,99.29,100,97,56.0,68,49,2026-01-13,2026-01-19,22.2,16.5,,22.2,16.5,,24.83,25.03,,229204.5,233157.27,,100.0,100.0,,0.0,0.0,
SALE_04_2026,2026-01-27,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 27 & 28 January 2026.pdf,-1,unknown,0,1,1,0,sunny|misty|mist,"Low Growns
Sunny weather conditions were recorded in the Low Grown
Region throughout the week. The Department of Meteorology
anticipates misty weather conditions in the Low Grown Region
in the week ahead.",30.84,32.2,28.4,20.5,22.4,19.5,24.81,25.7,23.9,10.6,5.9,10.6,5.9,10.89,13.3,7.5,290577.02,42111.1,31.04,4.81,98.57,100,96,49.0,63,41,2026-01-20,2026-01-26,13.1,22.2,16.5,13.1,22.2,16.5,24.79,24.83,25.03,285462.33,229204.5,233157.27,100.0,100.0,100.0,0.0,0.0,0.0
SALE_05_2026,2026-02-03,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 2 & 3 February 2026.pdf,0,unknown,0,0,0,0,,"Low Grown
Nuwara Eliya and",31.11,31.8,30.1,21.31,21.9,20.2,24.86,25.2,24.4,39.1,14.2,39.1,14.2,11.36,13.5,9.7,258575.64,42229.17,25.73,4.56,99.14,100,97,57.0,62,46,2026-01-27,2026-02-02,10.6,13.1,22.2,10.6,13.1,22.2,24.81,24.79,24.83,290577.02,285462.33,229204.5,100.0,100.0,100.0,-1.0,0.0,0.0
SALE_06_2026,2026-02-10,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 10 & 11 February 2026.pdf,0,increase,0,0,0,0,,"Low Grown Region showed an increase
in the crop intake.",30.6,31.3,29.8,21.71,22.3,21.0,24.74,25.6,24.2,53.6,21.0,53.6,21.0,8.29,11.5,6.4,223958.35,38678.19,23.62,3.78,99.86,100,99,60.71,67,56,2026-02-03,2026-02-09,39.1,10.6,13.1,39.1,10.6,13.1,24.86,24.81,24.79,258575.64,290577.02,285462.33,100.0,100.0,100.0,0.0,-1.0,0.0
SALE_07_2026,2026-02-17,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 17 & 18 February 2026.pdf,0,unknown,1,0,1,0,sunny|showers,"Low Growns
The Low Grown Region experienced sunny weather conditions
throughout the week. The Department of Meteorology expects
showers in the Low Grown Region in the week ahead.",30.53,31.2,28.3,21.84,22.5,20.5,24.87,25.4,23.7,44.6,12.7,44.6,12.7,9.41,11.5,7.0,178788.27,38906.04,22.48,4.1,99.0,100,97,57.29,73,47,2026-02-10,2026-02-16,53.6,39.1,10.6,53.6,39.1,10.6,24.74,24.86,24.81,223958.35,258575.64,290577.02,100.0,100.0,100.0,0.0,0.0,-1.0
SALE_08_2026,2026-02-24,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 24 & 25 February 2026_1772104697.pdf,0,decrease,0,0,0,0,,"Low Grown regions
week ahead according to the Department of Meteorology. reported a decrease during the week.",30.03,31.9,27.2,22.43,23.0,21.6,24.94,26.0,23.7,76.0,40.4,76.0,40.4,11.66,18.3,7.1,201455.61,42468.08,22.8,4.5,99.43,100,98,65.71,77,60,2026-02-17,2026-02-23,44.6,53.6,39.1,44.6,53.6,39.1,24.87,24.74,24.86,178788.27,223958.35,258575.64,100.0,100.0,100.0,0.0,0.0,0.0
SALE_09_2026,2026-03-03,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 3 & 4 March 2026.pdf,1,unknown,1,0,1,0,bright|dry|showers,"Low Growns
The Low Grown Region experienced bright mornings and
occasional evening showers throughout the week. The
Department of Meteorology expects dry weather conditions in
the Low Grown Region in the week ahead.",31.47,32.2,30.4,21.97,22.6,21.0,25.64,25.9,25.5,9.2,2.3,9.2,2.3,11.11,14.6,7.7,294222.01,42470.06,32.39,4.85,99.14,100,98,51.29,63,42,2026-02-24,2026-03-02,76.0,44.6,53.6,76.0,44.6,53.6,24.94,24.87,24.74,201455.61,178788.27,223958.35,100.0,100.0,100.0,0.0,0.0,0.0
SALE_10_2026,2026-03-10,low_grown,Low Grown (Matara / Galle belt),6.25,80.3,Sale of 10 & 11 March 2026.pdf,0,increase,0,0,0,0,,"Low Grown
Meteorology.
regions reported an increase.",31.57,33.3,30.3,21.44,22.5,19.6,25.71,26.4,24.9,7.8,2.9,7.8,2.9,12.97,15.8,11.1,295946.33,42466.56,33.01,5.06,97.71,100,96,49.43,58,35,2026-03-03,2026-03-09,9.2,76.0,44.6,9.2,76.0,44.6,25.64,24.94,24.87,294222.01,201455.61,178788.27,100.0,100.0,100.0,1.0,0.0,0.0
SALE_01_2026,2026-01-06,nuwara_eliya,Nuwara Eliya,6.9497,80.7891,Sale of 6 & 7 January 2026.pdf,0,maintained,1,0,1,0,bright|showers,"Nuwara Eliya Regions
Crop
The Western and Nuwara Eliya regions reported bright weather
throughout the week. Intermittent showers are expected in both
regions in the week ahead according to the Department of
Meteorology. The Western and Nuwara Eliya regions
maintained the crop intake, whilst the",18.9,21.5,16.0,11.97,13.3,9.8,14.97,16.3,13.7,19.8,6.9,19.8,6.9,9.84,12.9,5.5,211435.05,39600.0,19.81,3.6,100.0,100,100,61.71,76,54,2025-12-30,2026-01-05,,,,,,,,,,,,,,,,,,
SALE_02_2026,2026-01-12,nuwara_eliya,Nuwara Eliya,6.9497,80.7891,Sale of 12 & 13 January 2026.pdf,1,unknown,0,0,1,0,bright,"Nuwara Eliya Regions
Both regions reported bright weather throughout the week. The The Western, Nuwara Eliya,",18.27,21.2,14.9,11.86,13.4,10.3,14.54,16.1,13.3,37.0,23.0,37.0,23.0,11.31,14.9,7.3,180412.6,39600.0,17.27,3.54,100.0,100,100,74.29,97,60,2026-01-05,2026-01-11,19.8,,,19.8,,,14.97,,,211435.05,,,100.0,,,0.0,,
SALE_03_2026,2026-01-20,nuwara_eliya,Nuwara Eliya,6.9497,80.7891,Sale of 20 & 21 January 2026_1769052416.pdf,0,maintained,1,0,1,0,bright|showers,"Nuwara Eliya Regions
The Western and Nuwara Eliya regions
The Western and Nuwara Eliya regions reported bright weather maintained the crop intake, whilst the
throughout the week. Intermittent showers are expected in both",19.69,21.5,17.5,9.44,11.2,7.9,14.03,15.3,12.4,1.6,1.6,1.6,1.6,10.34,12.7,5.3,289637.46,41831.21,26.65,4.18,98.0,100,89,53.29,71,38,2026-01-13,2026-01-19,37.0,19.8,,37.0,19.8,,14.54,14.97,,180412.6,211435.05,,100.0,100.0,,1.0,0.0,
SALE_04_2026,2026-01-27,nuwara_eliya,Nuwara Eliya,6.9497,80.7891,Sale of 27 & 28 January 2026.pdf,-1,decrease,1,0,0,0,showers,"Nuwara Eliya Region
Crop intake levels in the Nuwara Eliya
during the early morning hours. According to the Department of
and Western regions remained stable
Meteorology, showers are expected in both the Western and
during the reporting period. The Low
Nuwara Eliya regions during the forthcoming week.
Grown Region recorded a decline in the
crop intake, while the",19.97,21.5,18.6,9.31,11.7,7.2,14.09,15.1,12.6,10.2,5.3,10.2,5.3,9.23,14.2,6.8,288700.07,41968.06,28.17,4.54,99.86,100,99,46.29,68,34,2026-01-20,2026-01-26,1.6,37.0,19.8,1.6,37.0,19.8,14.03,14.54,14.97,289637.46,180412.6,211435.05,100.0,100.0,100.0,0.0,1.0,0.0
SALE_05_2026,2026-02-03,nuwara_eliya,Nuwara Eliya,6.9497,80.7891,Sale of 2 & 3 February 2026.pdf,-1,unknown,1,0,1,0,bright|showers|dull,"Nuwara Eliya Regions
Both regions experienced bright weather at the beginning of the Crop intake in the Nuwara Eliya Region
week and dull weather with scattered showers towards the remained stable during the week. The
latter part of the week. The Department of Meteorology expects Western and",19.31,20.8,16.6,11.0,13.3,8.6,14.54,14.9,14.0,45.8,22.8,45.8,22.8,10.41,13.5,7.2,237852.01,42048.04,22.39,4.53,99.0,100,93,60.57,84,29,2026-01-27,2026-02-02,10.2,1.6,37.0,10.2,1.6,37.0,14.09,14.03,14.54,288700.07,289637.46,180412.6,100.0,100.0,100.0,-1.0,0.0,1.0
SALE_06_2026,2026-02-10,nuwara_eliya,Nuwara Eliya,6.9497,80.7891,Sale of 10 & 11 February 2026.pdf,-3,maintained,1,1,1,0,bright|showers|misty|mist|dull,"Nuwara Eliya Regions
The Nuwara Eliya Region experienced dull weather conditions, Crop intake in the Nuwara Eliya and
while the Western Region reported bright weather and Western regions were maintained
occasional showers throughout the week. Misty conditions are during the week. The",19.06,20.6,17.9,11.53,12.6,10.1,14.61,15.3,14.1,51.7,17.7,51.7,17.7,10.77,13.0,6.8,210322.35,42218.19,20.25,3.97,100.0,100,100,70.29,87,51,2026-02-03,2026-02-09,45.8,10.2,1.6,45.8,10.2,1.6,14.54,14.09,14.03,237852.01,288700.07,289637.46,100.0,100.0,100.0,-1.0,-1.0,0.0
SALE_07_2026,2026-02-17,nuwara_eliya,Nuwara Eliya,6.9497,80.7891,Sale of 17 & 18 February 2026.pdf,0,decrease,1,0,1,0,bright|rain,"Nuwara Eliya Regions
Rain was reported in the Nuwara Eliya Region, while bright The Nuwara Eliya and Western regions
weather was reported in the Western Region throughout the reported a decrease in the crop intake,
week. whilst the",18.54,20.2,16.3,11.06,13.1,9.2,14.21,14.6,13.8,28.1,13.1,28.1,13.1,10.33,13.0,6.5,176140.43,36981.84,20.18,4.07,97.14,100,85,61.0,78,41,2026-02-10,2026-02-16,51.7,45.8,10.2,51.7,45.8,10.2,14.61,14.54,14.09,210322.35,237852.01,288700.07,100.0,100.0,100.0,-3.0,-1.0,-1.0
SALE_08_2026,2026-02-24,nuwara_eliya,Nuwara Eliya,6.9497,80.7891,Sale of 24 & 25 February 2026_1772104697.pdf,-1,maintained,1,0,1,0,bright|showers|rain,"Nuwara Eliya Regions
The Nuwara Eliya Region reported rain, while the Western The crop intake in the Western and
Region reported bright mornings and evening showers Nuwara Eliya regions were maintained,
throughout the week. Rain is expected in both regions in the whilst the",18.26,22.1,14.8,12.8,13.7,11.5,14.93,15.9,13.2,144.7,79.9,144.7,79.9,9.74,12.7,7.2,108719.26,42312.79,14.61,4.38,100.0,100,100,73.43,93,48,2026-02-17,2026-02-23,28.1,51.7,45.8,28.1,51.7,45.8,14.21,14.61,14.54,176140.43,210322.35,237852.01,100.0,100.0,100.0,0.0,-3.0,-1.0
SALE_09_2026,2026-03-03,nuwara_eliya,Nuwara Eliya,6.9497,80.7891,Sale of 3 & 4 March 2026.pdf,2,decrease,0,0,1,0,bright|dry,"Nuwara Eliya Regions
Bright weather was reported in both regions throughout the All regions reported a decrease in the
week. According to the Department of Meteorology, dry crop intake during the week.
weather conditions are expected in the Western and Nuwara
Eliya regions in the week ahead.",20.74,21.5,20.0,10.31,11.3,8.6,14.7,15.7,13.5,4.0,2.1,4.0,2.1,10.34,11.4,9.4,293206.19,42320.61,32.34,5.14,92.0,100,69,39.86,47,28,2026-02-24,2026-03-02,144.7,28.1,51.7,144.7,28.1,51.7,14.93,14.21,14.61,108719.26,176140.43,210322.35,100.0,100.0,100.0,-1.0,0.0,-3.0
SALE_10_2026,2026-03-10,nuwara_eliya,Nuwara Eliya,6.9497,80.7891,Sale of 10 & 11 March 2026.pdf,0,decrease,1,0,1,0,bright|showers,"Nuwara Eliya Regions
The Nuwara Eliya and Western regions experienced bright
The crop intake in the Western and
weather during the week. Showers are expected in both regions
Nuwara Eliya regions reported a
during the latter part of the day according to the Department of
decrease, while the",21.47,21.9,20.6,9.71,10.7,7.7,14.83,15.5,13.7,3.5,2.6,3.5,2.6,8.17,11.2,6.5,293853.87,42318.0,32.96,5.21,95.29,100,74,37.71,45,26,2026-03-03,2026-03-09,4.0,144.7,28.1,4.0,144.7,28.1,14.7,14.93,14.21,293206.19,108719.26,176140.43,100.0,100.0,100.0,2.0,-1.0,0.0
SALE_01_2026,2026-01-06,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 6 & 7 January 2026.pdf,0,decrease,1,0,1,0,sunny|showers,"Uva/Udapussellawa Regions regions reported a decrease.
Both regions reported sunny mornings and evening showers
throughout the week. According to the Department of
Meteorology, showers are expected in the Uva and Uda
Pussellawa regions in the week ahead.",23.69,25.0,22.0,17.49,18.5,16.0,19.89,21.1,19.3,25.7,8.9,25.7,8.9,13.67,20.2,6.4,227316.64,39600.0,21.83,3.79,97.57,100,94,67.29,76,57,2025-12-30,2026-01-05,,,,,,,,,,,,,,,,,,
SALE_02_2026,2026-01-12,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 12 & 13 January 2026.pdf,-2,unknown,1,0,0,0,showers|rain,"Uva/Udapussellawa Regions
The Uva and Uda Pussellawa regions reported rain throughout
the week. Showers are expected in both regions in the week
ahead according to the Department of Meteorology.",22.29,24.5,19.9,16.66,17.9,15.7,19.21,20.3,18.3,60.8,47.6,60.8,47.6,16.36,21.1,11.6,185671.86,39869.05,18.49,4.08,98.86,100,97,75.71,93,64,2026-01-05,2026-01-11,25.7,,,25.7,,,19.89,,,227316.64,,,100.0,,,0.0,,
SALE_03_2026,2026-01-20,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 20 & 21 January 2026_1769052416.pdf,0,unknown,1,0,1,0,sunny|showers,"Uva/Udapussellawa Regions
Both regions reported sunny mornings and evening showers
throughout the week. According to the Department of
Meteorology, scattered showers are expected in the Uva and Uda
Pussellawa regions in the week ahead.",23.99,24.9,23.2,14.83,16.5,13.4,18.84,19.2,17.8,10.0,3.9,10.0,3.9,11.57,17.8,7.0,279914.05,41674.91,26.89,4.42,97.14,100,92,62.71,73,56,2026-01-13,2026-01-19,60.8,25.7,,60.8,25.7,,19.21,19.89,,185671.86,227316.64,,100.0,100.0,,-2.0,0.0,
SALE_04_2026,2026-01-27,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 27 & 28 January 2026.pdf,0,unknown,1,0,1,0,sunny|rain,"Uva/Udapussellawa Regions consistent intake levels.
The Uva Region experienced sunny weather conditions
throughout the week. Rain is expected in the Uva Region in the
week ahead, according to the Department of Meteorology.",24.33,25.4,22.5,13.44,16.5,11.2,18.84,20.5,17.6,2.4,0.8,2.4,0.8,11.06,14.2,8.4,287035.18,41917.47,29.52,4.51,99.71,100,99,54.14,60,49,2026-01-20,2026-01-26,10.0,60.8,25.7,10.0,60.8,25.7,18.84,19.21,19.89,279914.05,185671.86,227316.64,100.0,100.0,100.0,0.0,-2.0,0.0
SALE_05_2026,2026-02-03,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 2 & 3 February 2026.pdf,-1,unknown,1,0,1,0,sunny|showers|rain,"Uva/Udapussellawa Regions
Both regions reported sunny weather and occasional showers
throughout the week. According to the Department of
Meteorology, rain is expected in the Uva Region in the week
ahead.",23.89,26.0,21.2,15.59,18.2,12.4,19.24,20.0,17.9,62.1,32.3,62.1,32.3,12.11,16.6,8.7,244557.35,41997.1,24.33,4.53,98.57,100,95,65.29,87,44,2026-01-27,2026-02-02,2.4,10.0,60.8,2.4,10.0,60.8,18.84,18.84,19.21,287035.18,279914.05,185671.86,100.0,100.0,100.0,0.0,0.0,-2.0
SALE_06_2026,2026-02-10,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 10 & 11 February 2026.pdf,-3,unknown,1,1,0,0,rain|misty|mist,"Uva/Udapussellawa Regions
The Uva and Udapussellawa regions reported rain throughout
the week. The Department of Meteorology expects misty
conditions in both regions in the week ahead.",23.39,24.6,22.2,16.36,17.9,13.6,19.26,20.1,17.9,63.2,21.5,63.2,21.5,12.74,16.0,10.0,214630.24,42166.19,21.85,4.1,99.0,100,98,69.86,82,58,2026-02-03,2026-02-09,62.1,2.4,10.0,62.1,2.4,10.0,19.24,18.84,18.84,244557.35,287035.18,279914.05,100.0,100.0,100.0,-1.0,0.0,0.0
SALE_07_2026,2026-02-17,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 17 & 18 February 2026.pdf,-1,unknown,1,0,1,0,bright|showers|rain,"Uva/Udapussellawa Regions
Both regions reported bright weather and occasional showers
throughout the week. Rain is expected in the Uva Region in the
week ahead according to the Department of Meteorology.",23.26,24.4,21.5,15.56,18.1,11.9,18.73,19.6,17.3,24.0,8.5,24.0,8.5,13.11,14.5,11.2,152467.91,39600.0,20.08,4.25,99.14,100,99,64.43,77,44,2026-02-10,2026-02-16,63.2,62.1,2.4,63.2,62.1,2.4,19.26,19.24,18.84,214630.24,244557.35,287035.18,100.0,100.0,100.0,-3.0,-1.0,0.0
SALE_08_2026,2026-02-24,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 24 & 25 February 2026_1772104697.pdf,-3,unknown,1,1,0,0,showers|misty|mist,"Uva/Udapussellawa Regions
The Uva and Uda Pussellawa regions reported showers
throughout the week. The Department of Meteorology expects
misty conditions in the Uva Region during the week ahead.",23.36,27.2,19.6,17.17,18.5,14.9,19.47,20.9,17.1,200.1,113.5,200.1,113.5,10.17,12.6,6.7,104492.71,42259.27,16.18,4.9,99.71,100,99,73.57,91,46,2026-02-17,2026-02-23,24.0,63.2,62.1,24.0,63.2,62.1,18.73,19.26,19.24,152467.91,214630.24,244557.35,100.0,100.0,100.0,-1.0,-3.0,-1.0
SALE_09_2026,2026-03-03,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 3 & 4 March 2026.pdf,-1,unknown,0,1,1,0,sunny|misty|mist,"Uva/Udapussellawa Regions
Both regions reported sunny weather throughout the week.
Misty conditions are expected in the Uva Region during the early
hours of the morning in the week ahead according to the
Department of Meteorology.",25.84,26.5,24.7,13.89,15.4,11.1,19.51,20.4,18.1,0.3,0.3,0.3,0.3,12.3,16.4,7.6,295852.9,42266.29,35.33,5.6,91.57,99,68,38.29,45,24,2026-02-24,2026-03-02,200.1,24.0,63.2,200.1,24.0,63.2,19.47,18.73,19.26,104492.71,152467.91,214630.24,100.0,100.0,100.0,-3.0,-1.0,-3.0
SALE_10_2026,2026-03-10,uva_udapussellawa,Uva / Uda Pussellawa,6.87,81.06,Sale of 10 & 11 March 2026.pdf,-1,unknown,0,1,1,0,bright|misty|mist,"Uva/Udapussellawa Regions
Bright weather was reported in the Uva and Uda Pussellawa
regions throughout the week. The Department of Meteorology
expects misty conditions in the Uva Region during the early
hours of the morning in the week ahead.",26.5,28.0,25.3,13.66,16.9,10.6,19.76,21.1,18.1,3.9,2.5,3.9,2.5,7.84,14.9,6.0,292680.78,42265.98,33.79,5.56,98.14,100,94,42.14,51,24,2026-03-03,2026-03-09,0.3,200.1,24.0,0.3,200.1,24.0,19.51,19.47,18.73,295852.9,104492.71,152467.91,99.0,100.0,100.0,-1.0,-3.0,-1.0
