sale_id,estate,grade,fw_sold,price_lkr,region
SALE_06_2026,Dartry Valley,BOP,1,1750,WESTERN HIGH
SALE_06_2026,Craighead,BOPSp,1,1600,WESTERN HIGH
SALE_06_2026,Vellai Oya,BOPF,1,1260,WESTERN HIGH
SALE_06_2026,Dartry Valley,BOPFSp,0,1080,WESTERN HIGH
SALE_06_2026,Harangalla,BOP1,1,1900,WESTERN HIGH
SALE_06_2026,Doombagastalawa,FBOP,1,2050,WESTERN HIGH
SALE_06_2026,Craighead,FBOP,1,2000,NUWARA ELIYAS
SALE_06_2026,Harangalla,FBOP,1,1850,NUWARA ELIYAS
SALE_06_2026,Dartry Valley,FBOP,1,1850,NUWARA ELIYAS
SALE_06_2026,Craighead,FBOP1,1,1400,NUWARA ELIYAS
SALE_06_2026,Hatale,FBOPF,0,1140,NUWARA ELIYAS
SALE_06_2026,Doombagastalawa,FBOPF,1,1040,NUWARA ELIYAS
SALE_06_2026,Cooroondoowatte,FBOPF,1,900,NUWARA ELIYAS
SALE_06_2026,Dartry Valley,FBOPF1,1,1650,NUWARA ELIYAS
SALE_06_2026,Hatale,OP,0,1240,NUWARA ELIYAS
SALE_06_2026,Cooroondoowatte,OPA,1,1160,NUWARA ELIYAS
SALE_06_2026,Harangalla,OPA,0,1160,NUWARA ELIYAS
SALE_06_2026,Harangalla,OP1,1,1700,UDAPUSSELLAWAS
SALE_06_2026,Craighead,OP1,1,1650,UDAPUSSELLAWAS
SALE_06_2026,Cooroondoowatte,OP1,1,1550,UDAPUSSELLAWAS
SALE_06_2026,Randenigala Super,PEK,0,1650,UDAPUSSELLAWAS
SALE_06_2026,Cooroondoowatte,PEK,1,1480,UDAPUSSELLAWAS
SALE_06_2026,Dartry Valley,PEK,1,1420,UDAPUSSELLAWAS
SALE_06_2026,Dartry Valley,PEK1,1,1900,UDAPUSSELLAWAS
SALE_06_2026,WESTERN HIGH Maha Uva,FBOP,1,1220,WESTERN HIGH
SALE_06_2026,Robgill,BOP,0,1700,WESTERN HIGH
SALE_06_2026,Dessford,BOPSp,1,2000,WESTERN HIGH
SALE_06_2026,Tillyrie,BOPSp,1,1650,WESTERN HIGH
SALE_06_2026,Robgill,BOPSp,0,1650,WESTERN HIGH
SALE_06_2026,Bearwell,BOPSp,0,1650,WESTERN HIGH
SALE_06_2026,Ingestre,BOPSp,1,1600,WESTERN HIGH
SALE_06_2026,Mattakelle,BOPF,0,1600,WESTERN HIGH
SALE_06_2026,Inverness,BOP1,0,1600,WESTERN HIGH
SALE_06_2026,Bambrakelly,FBOP,0,1650,WESTERN HIGH
SALE_06_2026,Torrington,FBOP,1,1550,WESTERN HIGH
SALE_06_2026,Inverness,FBOP,0,1550,WESTERN HIGH
SALE_06_2026,Bambrakelly,FBOP1,0,1000,WESTERN HIGH
SALE_06_2026,Inverness,FBOPF1,0,1460,WESTERN HIGH
SALE_06_2026,Aruna Passara,PEK1,0,1800,UVA MEDIUM
SALE_06_2026,Ellathota Uva,BOP,0,1280,LOW GROWNS
SALE_06_2026,Nawagamuwehena,BOP,0,2000,LOW GROWNS
SALE_06_2026,Aislaby,BOPSp,1,1420,LOW GROWNS
SALE_06_2026,Renukanda,BOP,0,2000,LOW GROWNS
SALE_06_2026,Uva Highlands,BOPSp,1,1360,UVA HIGH
SALE_06_2026,Stream Line,BOPSp,0,1900,UVA HIGH
SALE_06_2026,Nayabedde,BOPF,0,1280,UVA HIGH
SALE_06_2026,Kamarangapitiya,BOPSp,1,1850,UVA HIGH
SALE_06_2026,Bandaraeliya,BOPF,1,1260,UVA HIGH
SALE_06_2026,Kings Bru,BOPA,0,2000,UVA HIGH
SALE_06_2026,Kelliebedde,BOPF,1,1240,UVA HIGH
SALE_06_2026,Rajjuruwatta Super,BOPF,0,1850,UVA HIGH
SALE_06_2026,Uva Highlands,BOPFSp,0,1020,UVA HIGH
SALE_06_2026,Parakaduwa Super,BOPF,0,1750,UVA HIGH
SALE_06_2026,Uva Highlands,BOP1,1,1750,UVA HIGH
SALE_06_2026,Kings Bru,BOPF,0,1750,UVA HIGH
SALE_06_2026,Aislaby,FBOP,0,1650,UVA HIGH
SALE_06_2026,Uruwala,BOPF,1,1550,UVA HIGH
SALE_06_2026,Battawatte,FBOP1,0,870,UVA HIGH
SALE_06_2026,New Spring View,BOPFSp,0,1550,UVA HIGH
SALE_06_2026,Uvakellie,FBOPF,0,800,UVA HIGH
SALE_06_2026,New Batuwangala,BOPFSp,0,1550,UVA HIGH
SALE_06_2026,Gonamotawa,FBOPF1,1,1460,UVA HIGH
SALE_06_2026,Sithaka,BOPFSp,0,1550,UVA HIGH
SALE_06_2026,Ellathota Uva,FBOPF1,1,1460,UVA HIGH
SALE_06_2026,Sithaka,FBOP,0,2400,UVA HIGH
SALE_06_2026,Uva Highlands,FBOPF1,1,1420,UVA HIGH
SALE_06_2026,Galatara,FBOP,0,2400,UVA HIGH
